kikuyu	english
Ndagacooka gũkorwo arĩ mũtongu, naguo ũtonga wake ndũgatũũra, o na kana indo ciake itheereme kũu bũrũri-inĩ.	He will not be rich, neither will his substance continue, neither will their possessions be extended on the earth.
O igai rĩkaheanwo na ũndũ wa gũcuuka mĩtĩ kũrĩ ikundi iria nene na iria nini.”	According to the lot shall their inheritance be divided between the more and the fewer.”
Wee Ngai, gĩkũũre andũ a Isiraeli, moime mathĩĩna-inĩ mao mothe!	God, redeem Israel out of all his troubles.
Goocai Jehova, inyuothe ndungata cia Jehova, inyuĩ mũtungataga mũrĩ nyũmba-inĩ ya Jehova ũtukũ.	Look! Praise Yahweh, all you servants of Yahweh, who stand by night in Yahweh’s house!
Mũthamaki wakuo nĩagatahwo, athaamio, we mwene, hamwe na anene ake,” ũguo nĩguo Jehova ekuuga.	and their king will go into captivity, he and his princes together,” says Yahweh.
Kũrigania nao, Zadoku mũrũ wa Imeri agĩcookereria rũthingo kũngʼethera nyũmba yake. Kũrigania nake, Shemaia mũrũ wa Shekania, mũikaria wa Kĩhingo kĩa Irathĩro, nĩwe wacookereirie rũthingo rũrĩa rwarũmĩrĩire.	After them, Zadok the son of Immer made repairs across from his own house. After him, Shemaiah the son of Shecaniah, the keeper of the east gate, made repairs.
Hĩndĩ ĩrĩa mũndũ ũcio andora, onaga ũrĩa wandũmire.	He who sees me sees him who sent me.
Andũ arĩa maikaraga kĩhingo-inĩ gĩa itũũra nĩ niĩ manyũrũragia, na nduĩkĩte rwĩmbo rwa arĩĩu.	God, don’t be far from me. My God, hurry to help me.
Maitho maku makoonaga maũndũ mageni, na meciiria maku meciirie maũndũ ma waganu.	Your eyes will see strange things, and your mind will imagine confusing things.
Makĩriganĩrwo nĩ Mũrungu ũrĩa wamahonokirie, ũrĩa wekĩte maũndũ manene kũu bũrũri wa Misiri,	They forgot God, their Savior, who had done great things in Egypt,
“ ‘Ta rorai, inyuĩ anyũrũrania, gegaai na mũthire, nĩgũkorwo nĩngwĩka ũndũ matukũ-inĩ manyu, ũrĩa mũtangĩtĩkia, o na mũngĩĩrwo nĩ mũndũ.’ ” Rĩrĩa Paũlũ na Baranaba moimaga thunagogi, andũ makĩmeera moke mũthenya ũrĩa warũmĩrĩire wa Thabatũ nĩguo mathiĩ na mbere kwaria ũhoro ũcio.	‘Behold, you scoffers! Wonder and perish, for I work a work in your days, a work which you will in no way believe, if one declares it to you.’ ”*
Andũ a Babuloni makiunanga itugĩ cia gĩcango, na metha cia kũigĩrĩrwo indo, na Karia karĩa kaarĩ ga gĩcango, iria ciarĩ thĩinĩ wa hekarũ ya Jehova, magĩkuua gĩcango kĩu gĩothe magĩgĩtwara Babuloni. Ningĩ magĩkuua nyũngũ, na icakũri, na magathĩ ma gũtinia ndaambĩ, na mbakũri cia kũminjaminjĩria maaĩ, na thaani, o na indo ciothe cia gĩcango iria ciahũthagĩrwo wĩra-inĩ wa hekarũ, magĩthiĩ nacio.	The Chaldeans broke the pillars of bronze that were in Yahweh’s house and the bases and the bronze sea that were in Yahweh’s house in pieces, and carried all of their bronze to Babylon.
ningĩ athamaki othe a Turo na Sidoni; o na athamaki a icigĩrĩra iria irĩ mũrĩmo wa iria;	and all the kings of Tyre, all the kings of Sidon, and the kings of the isle which is beyond the sea;
Inyuĩ athuuri-rĩ, endagai atumia anyu, o ta ũrĩa Kristũ eendire kanitha na akĩĩruta nĩ ũndũ waguo	Husbands, love your wives, even as Christ also loved the assembly and gave himself up for her,
“Atĩrĩrĩ, inyuĩ andũ a Jakubu, ti‑itherũ nĩngamũcookanĩrĩria, inyuothe, o na inyuĩ matigari ma Isiraeli nĩngamũrehe hamwe. Ngamarehe hamwe ta ngʼondu irĩ kiugũ, matuĩke ta rũũru rwa mbũri rũrĩ ũrĩithio-inĩ waruo; nakĩo kĩrĩndĩ kĩa andũ kĩiyũre kuo.	I will surely assemble all of you, Jacob. I will surely gather the remnant of Israel. I will put them together as the sheep of Bozrah, as a flock in the middle of their pasture. They will swarm with people.
Esaũ aakinyia mĩaka mĩrongo ĩna, akĩhikia Judithi mwarĩ wa Beeri ũrĩa Mũhiti, o na ningĩ akĩhikia Basemathu mwarĩ wa Eloni ũrĩa Mũhiti. Nao magĩtuĩka kĩhumo gĩa kĩeha kũrĩ Isaaka na Rebeka.	When Esau was forty years old, he took as wife Judith, the daughter of Beeri the Hittite, and Basemath, the daughter of Elon the Hittite.
Kũu kĩrĩma-igũrũ gĩa Isiraeli nĩkuo ngakahaanda; nĩgakaruta honge na gaciare maciaro, naguo nĩũgatuĩka mũtarakwa ũrĩ na riiri. Nyoni cia mĩthemba yothe nĩigaaka itara ciacio honge-inĩ ciaguo; nĩigatũũra kĩĩruru-inĩ kĩa honge ciaguo.	I will plant it in the mountain of the height of Israel; and it will produce boughs, and bear fruit, and be a good cedar. Birds of every kind will dwell in the shade of its branches.
Adamu aakinyia mĩaka igana na mĩrongo ĩtatũ-rĩ, akĩgĩa na mũriũ wamũtũkĩtie na wa mũhianĩre wake; nake akĩmũtua Sethi. Na thuutha wa Sethi gũciarwo-rĩ, Adamu agĩtũũra muoyo mĩaka ĩngĩ magana manana, na akĩgĩa na ciana ingĩ cia aanake na cia airĩtu.	Adam lived one hundred thirty years, and became the father of a son in his own likeness, after his image, and named him Seth.
Ũrĩa ũroimbũra maũndũ macio ekuuga atĩrĩ, “Ĩĩ nĩguo, ngũũka o narua.” Ameni. Ũka, Mwathani Jesũ!	He who testifies these things says, “Yes, I am coming soon.” Amen! Yes, come, Lord Jesus!
Nĩtwambararie ngoro ciitũ na moko maitũ na igũrũ kũrĩ Mũrungu ũrĩa ũrĩ igũrũ, tuuge atĩrĩ:	Let’s lift up our heart with our hands to God† in the heavens.
Nethaneli mũrũ wa Zuaru nĩwe warĩ mũtongoria wa gĩkundi kĩa mũhĩrĩga wa Isakaru, 16nake Eliabu mũrũ wa Heloni nĩwe warĩ mũtongoria wa gĩkundi kĩa mũhĩrĩga wa Zebuluni. Ningĩ Hema-ĩrĩa-Nyamũre ĩkĩambũrwo, nao Agerishoni na Amerari, arĩa maamĩkuuaga, makiumagara.	On the day that the tabernacle was raised up, the cloud covered the tabernacle, even the Tent of the Testimony. At evening it was over the tabernacle, as it were the appearance of fire, until morning.
“Ngũmũhe rĩathani rĩerũ: Endanagai mũndũ na ũrĩa ũngĩ. O ta ũrĩa ndĩmwendete, o na inyuĩ no nginya mwendanage mũndũ na ũrĩa ũngĩ.	A new commandment I give to you, that you love one another. Just as I have loved you, you also love one another.
Mũndũ o wothe wĩkaga ũguo-rĩ, arĩ ũ kana ũ, Jehova aromweheria hema-inĩ cia Jakubu, o na angĩkorwo nĩarehage maruta make kũrĩ Jehova Mwene-Hinya-Wothe.	Yahweh will cut off the man who does this, him who wakes and him who answers, out of the tents of Jacob and him who offers an offering to Yahweh of Armies.
Weka ũguo-rĩ, nĩũkũmĩigĩrĩra makara ma mwaki mũtwe, nake Jehova nĩagakũrĩha.	for you will heap coals of fire on his head, and Yahweh will reward you.
Magĩtunyana itũũrarĩu, namũthamakiwarĩo, natũtũũratwarĩo, makĩmaniinanarũhiũrwanjora. Makĩanangaarĩa maarĩ thĩinĩ warĩo biũ. Matiatigirie mũndũ o na ũmwe arĩ muoyo. Nao magĩĩka Debiri na mũthamaki warĩo o ta ũrĩa meekĩte Libina na mũthamaki warĩo, na noguo meekĩte Hebironi. Nĩ ũndũ ũcio Joshua agĩtooria mwena ũcio wothe, naguo bũrũri ũrĩa ũrĩ irĩma, o na Negevu, na ituamba-inĩ cia irĩma cia mwena wa ithũĩro, o na kũu ciikũrũko-inĩ cia irĩma, hamwe na athamaki othe akuo. Ndaatigirie mũndũ o na ũmwe arĩ muoyo. Nĩanangire arĩa othe maarĩ na mĩhũmũ, o ta ũrĩa Jehova, Ngai wa Isiraeli aathanĩte.	He took it, with its king and all its cities. They struck them with the edge of the sword, and utterly destroyed all the souls who were in it. He left no one remaining. As he had done to Hebron, so he did to Debir, and to its king; as he had done also to Libnah, and to its king.
Mũthuuriwe nĩagatuuo ndarĩ na ihĩtia o na rĩrĩkũ, no mũtumia ũcio nĩwe ũgaacookererwo nĩ mehia make.’ ” Nake Jehova akĩĩra Musa atĩrĩ,	The man shall be free from iniquity, and that woman shall bear her iniquity.’ ”
Wee Jehova, nĩ harĩwe njũrĩire; ndũkanareke njonorithio; nĩ ũndũ wa ũthingu waku-rĩ, ndeithũra.	In you, Yahweh, I take refuge. Let me never be disappointed. Deliver me in your righteousness.
Ta thikĩrĩriai! Nĩtũrakinyĩrio ũhoro, tũkeerwo atĩrĩ, kũrĩ na gacagaca nene kuuma bũrũri wa mwena wa gathigathini! Gacagaca ĩyo nĩĩgatũma matũũra ma Juda makire ihooru, ĩtũme matuĩke ma gũtũũragwo nĩ mbwe. Ihooya rĩa Jeremia	The voice of news, behold, it comes, and a great commotion out of the north country, to make the cities of Judah a desolation, a dwelling place of jackals.
kuuma mũhĩrĩga wa Gadi, aarĩ Geueli mũrũ wa Maki.	Now if you killed this people as one man, then the nations which have heard the fame of you will speak, saying,
no taguo mũndũ ahaana ũrĩa ũheenagia mũndũ wa itũũra rĩake, agacooka kũmwĩra atĩrĩ, “Nĩ itherũ nyuma narĩo!”	is the man who deceives his neighbor and says, “Am I not joking?”
Ũndũ ũyũ nĩũtũmaga nyone atĩ watho ũyũ nĩguo ũrutaga wĩra thĩinĩ wakwa: Rĩrĩa ngwenda gwĩka wega-rĩ, ũũru ũkoragwo o hamwe na niĩ.	I find then the law that, while I desire to do good, evil is present.
Nĩgũkorwo Zedekia mũthamaki wa Juda nĩamuohithĩtie kũu, akoiga atĩrĩ, “Ũtũrathagĩra ũguo nĩkĩ? uugaga atĩrĩ, ‘Jehova ekuuga atĩrĩ: Ndĩ hakuhĩ kũneana itũũra rĩĩrĩ inene kũrĩ mũthamaki wa Babuloni, nake nĩakarĩĩnyitĩra.	For Zedekiah king of Judah had shut him up, saying, “Why do you prophesy, and say, ‘Yahweh says, “Behold, I will give this city into the hand of the king of Babylon, and he will take it;
Thenge ĩyo nĩĩgakuuithio mehia mao mothe, ĩmatware kũndũ kũrĩa gũtatũũragwo nĩ Andũ; nake mũndũ ũcio nĩakarekereria thenge ĩyo na kũu werũ-inĩ.	The goat shall carry all their iniquities on himself to a solitary land, and he shall release the goat in the wilderness.
mĩĩhĩtwa ĩrĩa mĩromo yakwa yeranĩire, na ngĩmĩaria na kanua gakwa, rĩrĩa ndaarĩ thĩĩna-inĩ.	which my lips promised, and my mouth spoke, when I was in distress.
Mwathani ekuuga atĩrĩ, “Nĩngaruta thũ cianyu kuuma Bashani; ndĩcirute iria-inĩ kũrĩa kũriku,	The Lord said, “I will bring you again from Bashan, I will bring you again from the depths of the sea,
Mũrũ wa Mũndũ egũthiĩ o ta ũrĩa ũhoro wake wandĩkĩtwo. No mũndũ ũrĩa ũgaakunyanĩra Mũrũ wa Mũndũ kaĩ arĩ na haaro-ĩ! Nĩ kaba mũndũ ũcio atangĩaciarirwo.” Ningĩ o makĩrĩĩaga-rĩ, Jesũ akĩoya mũgate, agĩcookia ngaatho, agĩcooka akĩwenyũranga, akĩhe arutwo ake, akiuga atĩrĩ, “Oyai; ũyũ nĩguo mwĩrĩ wakwa.”	They compelled one passing by, coming from the country, Simon of Cyrene, the father of Alexander and Rufus, to go with them that he might bear his cross.
Ndeithũra na ũũhonokie nĩ ũndũ wa ũthingu waku; thikĩrĩria ũũhonokie.	Deliver me in your righteousness, and rescue me. Turn your ear to me, and save me.
Tũhonokie na ũtũteithie na guoko gwaku kwa ũrĩo, nĩguo arĩa wendete mahonoke.	So that your beloved may be delivered, save with your right hand, and answer us.
Mũtikanatoorio nĩ ũũru, no tooragiai ũũru na wega.	Don’t be overcome by evil, but overcome evil with good.
Mũrĩhaandaga no mũtikaagetha; mũrĩĩhihaga ndamaiyũ no mũtikehaka maguta ma cio; mũrĩĩhihaga thabibũ no mũtikanyua ndibei yacio.	You will sow, but won’t reap. You will tread the olives, but won’t anoint yourself with oil; and crush grapes, but won’t drink the wine.
1 Ũrĩa ndĩroiga nĩ atĩrĩ, ihinda rĩothe rĩrĩa mũgai arĩ o mwana-rĩ, ndarĩ ũtiganu na ngombo, o na atuĩkanĩwemweneindoiciociothe.	But when the fullness of the time came, God sent out his Son, born to a woman, born under the law,
Ũũ nĩguo Jehova Mwene-Hinya-Wothe ekuuga: “Atĩrĩrĩ, andũ nĩmarekwo mahaare matigari ma Isiraeli mahinyĩtie, o ta ũrĩa mũthabibũ ũhaaragwo; cookerithia guoko honge-inĩ rĩngĩ, o ta ũrĩa mũcookereria wa thabibũ ekaga.”	Yahweh of Armies says, “They will thoroughly glean the remnant of Israel like a vine. Turn again your hand as a grape gatherer into the baskets.”
Anabii akuo mamahakagĩra ciĩko icio coka mwerũ, na njĩra ya kũmoonera cioneki cia maheeni, na ũragũri wa maheeni. Moigaga atĩrĩ, ‘Mwathani Jehova ekuuga ũũ’, o rĩrĩa Jehova atarĩ ũndũ oigĩte.	Her prophets have plastered for them with whitewash, seeing false visions, and divining lies to them, saying, ‘The Lord Yahweh says,’ when Yahweh has not spoken.
Nĩmũkaheanaga iruta rĩrĩ rĩa mũtu ũrĩa mũgathĩa rĩa mbere kũrĩ Jehova njiarwa-inĩ cianyu ciothe iria igooka thuutha. Maruta nĩ ũndũ wa Mehia Matarĩ ma Rũtũrĩko * 15:4 nĩ ta kilo	but in very deed—as I live, and as all the earth shall be filled with Yahweh’s glory—
“ ‘Nĩgũkorwo Mwathani Jehova ekuuga atĩrĩ: “ ‘Kaĩ itũũra rĩu inene rĩitithagia thakame rĩrĩ na haro-ĩ, o na nyũngũ ĩyo ĩrĩ na mũcura, ĩrĩa gĩkũrĩ kĩayo gĩtangĩthira! Mĩonorie kĩrungʼo, o kĩrungʼo, itegũcuukĩrwo mĩtĩ.	“ ‘Therefore the Lord Yahweh says: “Woe to the bloody city, to the cauldron whose rust is in it, and whose rust hasn’t gone out of it! Take out of it piece after piece without casting lots for it.
mũthamaki wa Jeriko, ũmwe, na mũthamaki wa Ai (hakuhĩ na Betheli), ũmwe,	from Aroer, that is on the edge of the valley of the Arnon, and the city that is in the middle of the valley, and all the plain of Medeba to Dibon;
Gũtirĩ mũndũ ũkaanaga Mũriũ ũkĩrĩ na Ithe witũ; ũrĩa wothe uumbũraga Mũriũ arĩ na Ithe o nake.	Whoever denies the Son doesn’t have the Father. He who confesses the Son has the Father also.†
Nayo ndungata ĩyo ĩkĩmwĩra atĩrĩ, ‘Mũrũ wa maitũguo nĩokĩte, nake thoguo nĩamũthĩnjĩire njaũ ya gĩcegũ ĩrĩa noru, tondũ nĩamũcookereire arĩ mwega na arĩ mũgima.’	He said to him, ‘Your brother has come, and your father has killed the fattened calf, because he has received him back safe and healthy.’
Ngai wa Iburahĩmu, na Ngai wa Nahoru,* o we Ngai wa ithe wao-rĩ, arotũtuithania ciira.” Nĩ ũndũ ũcio Jakubu akĩĩhĩta na mwĩhĩtwa rĩĩtwa-inĩ rĩa ũcio Wĩtigĩrĩtwo nĩ ithe Isaaka.	The God of Abraham, and the God of Nahor, the God of their father, judge between us.” Then Jacob swore by the fear of his father, Isaac.
Mũrũ wakwa, ũngĩtĩkĩra ciugo ciakwa, na ũige maathani makwa ta mũthiithũ thĩinĩ waku,	The proverbs of Solomon, the son of David, king of Israel:
na ndundu ĩrĩa ĩrĩ rũhĩa, na ndundu ĩrĩa ĩgambaga, na nyoni ya iria-inĩ ĩrĩa ĩrĩ mathagu maraaya, na mũthemba o wothe wa rwĩgĩ,	the horned owl, the screech owl, the gull, any kind of hawk,
higo cierĩ hamwe na maguta marĩa macihumbĩire hakuhĩ na honge, na maguta marĩa mahumbĩire ini, amarutanĩrie na higo icio, 10akaaruta maguta macio o ta ũrĩa marutagwo ndegwa ĩrĩa ĩthĩnjagwo ĩrĩ iruta rĩa ũiguano. Nake mũthĩnjĩri-Ngai nĩagacicinĩra kĩgongona-inĩ kĩa igongona rĩa njino,	and the two kidneys, and the fat that is on them, which is by the loins, and the cover on the liver, with the kidneys, he shall remove,
Mũndũ ũrĩa ũngĩhĩtithia andũ arĩa arũngĩrĩru nĩguo magere njĩra ya ũũru, akaagũa mũtego-inĩ wake we mwene, no ũrĩa ũtarĩ ũcuuke, wega nĩguo ũgaatuĩka igai rĩake.	Whoever causes the upright to go astray in an evil way, he will fall into his own trap; but the blameless will inherit good.
“ ‘Angĩkorwo ekũruta nĩ ũndũ wa gũcookia ngaatho-rĩ, nĩ arutanĩrie iruta rĩu rĩa gũcookia ngaatho hamwe na tũmĩgate tũrugĩtwo tũtarĩ na ndawa ya kũimbia tũtukanĩtio na maguta na tũmĩgate tũrĩa tũhũthũ tũrugĩtwo tũtarĩ na ndawa ya kũimbia tũrĩ tũhake maguta, na tũmĩgate twa mũtu ũrĩa mũhinyu mũno, ũkimanĩtio wega na ũgatukanio na maguta. Ningĩ hamwe na iruta rĩake rĩa ũiguano rĩa gũcookia ngaatho-rĩ, nĩakarĩrutanĩria na tũmĩgate tũrugĩtwo na ndawa ya kũimbia.	The fire on the altar shall be kept burning on it, it shall not go out; and the priest shall burn wood on it every morning. He shall lay the burnt offering in order upon it, and shall burn on it the fat of the peace offerings.
Nĩngamaneana kũrĩ andũ arĩa mendaga kũmaruta muoyo, ndĩmaneane kũrĩ Nebukadinezaru mũthamaki wa Babuloni na anene ake. No rĩrĩ, thuutha-inĩ bũrũri wa Misiri nĩgũgatũũrwo nĩ andũ rĩngĩ o ta tene,” ũguo nĩguo Jehova ekuuga.	I will deliver them into the hand of those who seek their lives, and into the hand of Nebuchadnezzar king of Babylon, and into the hand of his servants. Afterwards it will be inhabited, as in the days of old,” says Yahweh.
“Nĩ ũndũ ũcio, ũthamaki wa igũrũ ũhaananĩtio na mũthamaki ũrĩa wendaga kuonio mathabu ma mbeeca ciake nĩ ndungata ciake.	Therefore the Kingdom of Heaven is like a certain king who wanted to settle accounts with his servants.
Mũtikanariganĩrwo nĩgũtuga ageni, nĩ ũndũ andũ amwe tondũ wa gwĩka ũguo maananyiita araika ũgeni matekũmenya.	spies in Jericho (Joshua 2,6) and later became an ancestor of Jesus (
Nayo mbũtũ ĩyo ya thigari na mũnene wayo, hamwe na anene acio a Ayahudi makĩnyiita Jesũ. Makĩmuoha na	So the detachment, the commanding officer, and the officers of the Jews seized Jesus and bound him,
Nguo ĩyo, kana ndigi icio njogothe, kana taama mũtume, kana kĩndũ kĩa rũũa kĩrĩa gĩthambĩtio gĩkaniinwo ũgumu ũcio no nginya gĩthambio rĩngĩ, na nĩ gĩgaathirwo nĩ thaahu.”	The garment, either the warp, or the woof, or whatever thing of skin it is, which you shall wash, if the plague has departed from them, then it shall be washed the second time, and it will be clean.”
Kũu maaĩ-inĩ maingĩ nĩkuo kwageragĩrio ngano ya Shihoru, namo magetha ma Nili nĩmo maarĩ uumithio wa itũũra rĩa Turo, narĩo rĩgĩtuĩka ndũnyũ ya ndũrĩrĩ.	The earth will be utterly emptied and utterly laid waste; for Yahweh has spoken this word.
Mwene nyũmba ĩyo akiuma na nja akĩmeera atĩrĩ, “Aca, arata akwa, mũtigeke ũndũ wa waganu ũguo. Kuona atĩ mũndũ ũyũ nĩ mũgeni wakwa-rĩ, tigai gwĩka ũndũ ũyũ wa thoni ũguo.	The man, the master of the house, went out to them, and said to them, “No, my brothers, please don’t act so wickedly; since this man has come into my house, don’t do this folly.
Ũmwe wa ageri ngero acio maambanĩirio nake akĩmũruma, akĩmwĩra atĩrĩ, “Githĩ wee tiwe Kristũ? Wĩhonokie, na ũtũhonokie!” No mũgeri ngero ũcio ũngĩ akĩmũkaania, akĩmũũria atĩrĩ, “Ndũngĩĩtigĩra Ngai, kuona atĩ ũtuĩrĩirwo o ũrĩa atuĩrĩirwo?	One of the criminals who was hanged insulted him, saying, “If you are the Christ, save yourself and us!”
Mĩaka yothe ĩrĩa Jaredi aatũũrire muoyo yarĩ mĩaka magana kenda na mĩrongo ĩtandatũ na ĩĩrĩ, agĩcooka agĩkua.	All of the days of Jared were nine hundred sixty-two years, then he died.
Mũthamaki Dario agĩcooka akĩandĩkĩra andũ othe, na ndũrĩrĩ, na andũ a mĩario yothe bũrũri-inĩ guothe marũa, akĩmeera atĩrĩ: “Mũrogaacĩra mũno makĩria!	Then King Darius wrote to all the peoples, nations, and languages who dwell in all the earth: “Peace be multiplied to you.
nĩgeetha marũmagie mĩthenya ĩyo ya Purimu mahinda marĩa matuĩtwo, o ta ũrĩa Moridekai ũrĩa Mũyahudi marĩ na Esiteri, mũtumia wa mũthamaki maamatuĩrĩire, na o ta ũrĩa meetuĩrĩire o ene, hamwe na njiaro ciao, ũhoro wĩgiĩ mahinda mao ma kwĩhinga kũrĩa irio na gũcakaya.	to confirm these days of Purim in their appointed times, as Mordecai the Jew and Esther the queen had decreed, and as they had imposed upon themselves and their descendants in the matter of the fastings and their mourning.
Wee Ngai-Mwene-Hinya-Wothe-rĩ, tũma tũgaacĩre rĩngĩ; tũma ũthiũ waku ũtwarĩre, nĩguo tũhonoke. * 80:2 Mĩhĩrĩga ĩno ĩtatũ yarĩ njiarwa cia Rakeli, na nĩcio ciarĩ cia mbere kũrũmĩrĩra ithandũkũ rĩa kĩrĩkanĩro rĩrĩa Isiraeli mangĩoimagarire marĩ werũ-inĩ.	But when the town gates were closed, he withdrew, intending to come again to root out the whole community of the men of Joppa.
Ikara bũrũri-inĩ ũyũ kwa ihinda, na nĩngũkorwo hamwe nawe na nĩngũkũrathima. Nĩgũkorwo nĩwe na njiaro ciaku ngũhe mabũrũri maya mothe na hingie mwĩhĩtwa ũrĩa ndehĩtire kũrĩ thoguo Iburahĩmu.	Live in this land, and I will be with you, and will bless you. For I will give to you, and to your offspring, all these lands, and I will establish the oath which I swore to Abraham your father.
Ngĩcooka ngĩona kĩndũ kĩahaanaga ta iria rĩa gĩcicio gĩtukanĩtio na mwaki, na ngĩcooka ngĩona arĩa maatooretie nyamũ ĩrĩa na mũhiano wayo, na namba ya rĩĩtwa rĩayo, marũgamĩte rũtere-inĩ rwa iria rĩu. Nao maanyiitĩte inanda cia mũgeeto iria maaheetwo nĩ Ngai,	The first went, and poured out his bowl into the earth, and it became a harmful and painful sore on the people who had the mark of the beast, and who worshiped his image.
Nĩakũũrire roho wakwa ndũkaharũrũkio mbĩrĩra, na niĩ ngũtũũra ngenagĩra ũtheri ũcio.’	He has redeemed my soul from going into the pit. My life will see the light.’
Mũthamaki akĩaria nao, na ndonire mũndũ ũngĩaigananirio na Danieli, na Hanania, na Mishaeli na Azaria; na nĩ ũndũ ũcio magĩtoonyio wĩra-inĩ wa gũtungatagĩra mũthamaki.	“The south side southward shall be from Tamar as far as the waters of Meriboth Kadesh, to the brook, to the great sea. This is the south side southward.
Ihinda-inĩ o rĩu no ehokaga atĩ Paũlũ nĩangĩamũheire ihaki, na nĩ ũndũ ũcio nĩaikaraga akĩmũtũmanagĩra, akaaria nake.	Meanwhile, he also hoped that money would be given to him by Paul, that he might release him. Therefore also he sent for him more often and talked with him.
nĩwe wagayũkanirie Iria Itune rĩgĩtigana, Wendo wake nĩ wa tene na tene.	to him who divided the Red Sea apart, for his loving kindness endures forever;
Tũhĩĩ nĩtuo ngaatua anene ao; na maathagwo nĩ tũkenge.	I will give boys to be their princes, and children shall rule over them.
Kũu Jopa nĩ kwarĩ mũrutwo wetagwo Tabitha (narĩo rĩĩtwa rĩu rĩgĩtaũrwo nĩ kuuga Dorokasi), nake aatũũrĩte ekaga maũndũ mega, na agateithagia athĩĩni.	Now there was at Joppa a certain disciple named Tabitha, which when translated means Dorcas.‡ This woman was full of good works and acts of mercy which she did.
Andũ magaathiiaga kuo marĩ na ũta na mĩguĩ, nĩgũkorwo bũrũri ũcio ũkaiyũra congʼe, na mĩtĩ ya mĩigua.	People will go there with arrows and with bow, because all the land will be briers and thorns.
Nĩmenete na ngathũũra maheeni, no nĩnyendete watho waku.	I hate and abhor falsehood. I love your law.
Wee nĩwe wekĩrire mũhaka ũrĩa matangĩkĩra; gũtirĩ hĩndĩ magaacooka kũhumbĩra thĩ.	You have set a boundary that they may not pass over, that they don’t turn again to cover the earth.
Ciugo cia kanua ka mũndũ nĩ ta ndia ndiku, no gĩthima kĩa ũũgĩ nĩ karũũĩ gatherũkaga.	The words of a man’s mouth are like deep waters. The fountain of wisdom is like a flowing brook.
kuuma mũhĩrĩga wa Manase (na nĩguo mũhĩrĩga wa Jusufu), aarĩ Gadi mũrũ wa Susi;	Of the tribe of Joseph, of the tribe of Manasseh, Gaddi the son of Susi.
Ngũũra kuuma ũhiinyanĩrĩria wa andũ, nĩguo njathĩkagĩre mawatho maku.	Redeem me from the oppression of man, so I will observe your precepts.
“Dani agaaciirĩrĩra andũ ake na kĩhooto, arĩ ta mũhĩrĩga ũmwe wa Isiraeli.	They sent a message to Joseph, saying, “Your father commanded before he died, saying,
Jesũ akĩmũcookeria, akĩmwĩra atĩrĩ, “Nĩ kwandĩkĩtwo atĩrĩ: ‘Hooyaga Mwathani Ngai waku na ũmũtungatagĩre o we wiki.’ ” Nake mũcukani akĩmũtwara Jerusalemu, na akĩmũrũgamia gathũrũmũndũ-inĩ ka hekarũ, akĩmwĩra atĩrĩ, “Angĩkorwo wee nĩwe Mũrũ wa Ngai, wĩgũithie thĩ kuuma haha.	Jesus answered him, “Get behind me, Satan! For it is written, ‘You shall worship the Lord your God, and you shall serve him only.’ ”*
Niĩ ndĩ mũrata wa andũ arĩa othe magwĩtigĩrĩte, o arĩa othe marũmagĩrĩra mawatho maku.	I am a friend of all those who fear you, of those who observe your precepts.
Mũndũ wothe wa ngoro ya mwĩtĩĩo nĩ kĩndũ kĩrĩ magigi harĩ Jehova. Menyai na ma atĩrĩ, ndakaaga kũherithio.	Whoever mocks the poor reproaches his Maker. He who is glad at calamity shall not be unpunished.
no andũ a gũkũ thĩ no nginya mamenye atĩ nĩnyendete Baba, na atĩ njĩkaga o ũrĩa Baba anjathĩte. “Ũkai rĩu; nĩtũthiĩi.	But that the world may know that I love the Father, and as the Father commanded me, even so I do. Arise, let’s go from here.
ndaciarirwo irĩma itanahaandwo harĩa irĩ, na tũrĩma tũtanagĩa,	Before the mountains were settled in place, before the hills, I was born;
Niĩ ndirakarĩte. Naarĩ korwo nĩ congʼe na mĩigua iranjũkĩrĩra! No thiĩ ngahũũrane mbaara nacio; Ingĩcicina ciothe na mwaki.	The fading flower of his glorious beauty, which is on the head of the fertile valley, shall be like the first-ripe fig before
Hĩndĩ ĩyo igũrũ na thĩ na kĩrĩa gĩothe kĩrĩ kuo nĩikanĩrĩra nĩ gũkena igĩkenerera Babuloni, nĩgũkorwo aniinani nĩmakarĩtharĩkĩra, moimĩte mwena wa gathigathini,” ũguo nĩguo Jehova ekuuga.	Then the heavens and the earth, and all that is therein, will sing for joy over Babylon; for the destroyers will come to her from the north,” says Yahweh.
“Iguai ũhoro ũyũ, inyuĩ athamaki! Thikĩrĩriai, inyuĩ aathani! Nĩngũinĩra Jehova, nĩngũina; nĩngũtungĩra Jehova rwĩmbo, o we Ngai wa Isiraeli.	“Hear, you kings! Give ear, you princes! I, even I, will sing to Yahweh. I will sing praise to Yahweh, the God of Israel.
“Jehova, Ngai wa Isiraeli, ekuuga atĩrĩ: ‘Andĩka ũhoro ũrĩa wothe ngwarĩirie ibuku-inĩ.’	“Yahweh, the God of Israel, says, ‘Write all the words that I have spoken to you in a book.
matarĩtwo na mbarĩ na nyũmba ciao, maarĩ andũ 2,630.	King Nabuchodonosor of Babylon came up against him, bound him with a chain of brass, and carried him to Babylon.
