Reference,Kikuyu,English
Exodus 35:30,"Ningĩ Musa akĩĩra andũ a Isiraeli atĩrĩ, “Onei, Jehova nĩathuurĩte Bezaleli mũrũ wa Uri ũrĩa mũriũ wa Huri, wa mũhĩrĩga wa Juda,","Moses said to the children of Israel, “Behold, Yahweh has called by name Bezalel the son of Uri, the son of Hur, of the tribe of Judah."
Exodus 35:31,"na nĩamũiyũrĩtie na Roho wa Ngai, na ũũgĩ, na ũhoti, na ũmenyo wa mawĩra mothe ma ũbundi","He has filled him with the Spirit of God, in wisdom, in understanding, in knowledge, and in all kinds of workmanship;"
Exodus 35:32,"nĩgeetha athugunde mĩcoro ya ũũgĩ ya indo-inĩ cia thahabu, na betha, na gĩcango,","and to make skillful works, to work in gold, in silver, in bronze,"
Exodus 35:33,"na gwacũhia tũhiga twa goro twa gũthecererwo indo-inĩ, na kũruta wĩra wa gũkaaya mbaũ, na kũruta mawĩra ma mĩcoro ma mĩthemba yothe ya ũbundi.","in cutting of stones for setting, and in carving of wood, to work in all kinds of skillful workmanship."
Exodus 35:34,"Na eerĩ, we marĩ na Oholiabu mũrũ wa Ahisamaku wa mũhĩrĩga wa Dani, nĩamaheete ũhoti wa kũruta andũ arĩa angĩ.","He has put in his heart that he may teach, both he and Oholiab, the son of Ahisamach, of the tribe of Dan."
Exodus 35:35,"Nĩamaiyũrĩtie na ũũgĩ wa kũruta mawĩra mothe, marĩ mabundi, na acori, na agemia na ndigi cia rangi wa bururu, na cia rangi wa ndathi, na cia rangi mũtune ta gakarakũ, na gatani ĩrĩa njega, o na atumi: othe marĩ mabundi moogĩ, na acori oogĩ.","He has filled them with wisdom of heart to work all kinds of workmanship, of the engraver, of the skillful workman, and of the embroiderer, in blue, in purple, in scarlet, and in fine linen, and of the weaver, even of those who do any workmanship, and of those who make skillful works."
Exodus 36:1,"“Nĩ ũndũ ũcio Bezaleli, na Oholiabu, na mũndũ o wothe warĩ mũũgĩ na wĩra, arĩa Jehova aheete ũũgĩ na ũhoti wa kũmenya kũruta wĩra ũcio wothe wa gwaka handũ-harĩa-haamũre, makĩruta wĩra ũcio o ta ũrĩa Mwathani aathanĩte ũrutwo.”","“Bezalel and Oholiab shall work with every wise-hearted man, in whom Yahweh has put wisdom and understanding to know how to do all the work for the service of the sanctuary, according to all that Yahweh has commanded.”"
Exodus 36:2,"Ningĩ Musa agĩĩta Bezaleli na Oholiabu na mũndũ o wothe warĩ mũũgĩ, ũrĩa Jehova aheete ũhoti, na ũrĩa warĩ na wendo wa gũũka kũruta wĩra ũcio.","Moses called Bezalel and Oholiab, and every wise-hearted man, in whose heart Yahweh had put wisdom, even everyone whose heart stirred him up to come to the work to do it."
Exodus 36:3,Nao makĩamũkĩra kuuma kũrĩ Musa maruta mothe marĩa andũ a Isiraeli maarehete ma kũruta wĩra wa gwaka handũ-harĩa-haamũre. Nao andũ magĩthiĩ o na mbere kũrehe maruta ma kwĩyendera rũciinĩ o rũciinĩ.,"They received from Moses all the offering which the children of Israel had brought for the work of the service of the sanctuary, with which to make it. They kept bringing free will offerings to him every morning."
Exodus 36:4,"Nĩ ũndũ ũcio mabundi mothe marĩa maarĩ na ũũgĩ, arĩa maarutaga wĩra wothe wa gwaka handũ-harĩa-haamũre, makĩamba gũtiga wĩra wao,","All the wise men, who performed all the work of the sanctuary, each came from his work which he did."
Exodus 36:5,"na makĩĩra Musa atĩrĩ, “Andũ nĩmararehe indo makĩria ya iria ibatarainie wĩra-inĩ ũrĩa Jehova aathanĩte ũrutwo.”","They spoke to Moses, saying, “The people have brought much more than enough for the service of the work which Yahweh commanded to make.”"
Exodus 36:6,"Nake Musa akĩruta watho, nao magĩtwara ũhoro ũcio kambĩ-inĩ guothe: “Gũtirĩ mũndũ mũrũme kana mũndũ-wa-nja ũgũcooka kũrehe iruta rĩngĩ nĩ ũndũ wa handũ-harĩa- haamũre.” Nĩ ũndũ ũcio andũ makĩrigĩrĩrio gũcooka kũrehe indo ingĩ,","Moses gave a commandment, and they caused it to be proclaimed throughout the camp, saying, “Let neither man nor woman make anything else for the offering for the sanctuary.” So the people were restrained from bringing."
Exodus 36:7,tondũ indo iria maarĩ nacio ciarĩ nyingĩ makĩria ma iria ciabatarainie kũruta wĩra ũcio wothe.,"For the stuff they had was sufficient to do all the work, and too much."
Exodus 36:8,"Andũ othe arĩa maarĩ oogĩ thĩinĩ wa aruti a wĩra magĩthondeka hema nyamũre na itambaya ikũmi cia gũcuurio itumĩtwo na gatani yogothetwo wega na ndigi cia rangi wa bururu, na cia rangi wa ndathi, na cia rangi mũtune ta gakarakũ, na ikĩgemio na makerubi nĩ mũtumi mũũgĩ wa wĩra ũcio.","All the wise-hearted men among those who did the work made the tabernacle with ten curtains of fine twined linen, blue, purple, and scarlet. They made them with cherubim, the work of a skillful workman."
Exodus 36:9,"Itambaya ciothe cia gũcuurio nĩciaiganaine, ciarĩ cia mĩkono mĩrongo ĩĩrĩ na ĩnana* kũraiha, na mĩkono ĩna† kwarama.","The length of each curtain was twenty-eight cubits,† and the width of each curtain four cubits. All the curtains had one measure."
Exodus 36:10,"Makĩnyiitithania itambaya ithano hamwe, na magĩĩka o ro ũguo na icio ingĩ ithano.","He coupled five curtains to one another, and the other five curtains he coupled to one another."
Exodus 36:11,"Ningĩ magĩkundĩka ciana cia gĩtambaya kĩa rangi wa bururu mũthia-inĩ wa gĩtambaya gĩa gũcuurio kĩrĩa kĩrĩ mũico-inĩ wa mwena ũmwe, na magĩĩka o ro ũguo harĩ gĩtambaya gĩa gũcuurio kĩa mũico kĩa mwena ũcio ũngĩ.",He made loops of blue on the edge of the one curtain from the edge in the coupling. Likewise he made in the edge of the curtain that was outermost in the second coupling.
Exodus 36:12,"Magĩcooka magĩkundĩka ciana ingĩ mĩrongo ĩtano gĩtambaya-inĩ kĩmwe gĩa gũcuurio kĩa mwena ũmwe, na ingĩ mĩrongo ĩtano gĩtambaya-inĩ gĩa gũcuurio kĩa mũico kĩa mwena ũcio ũngĩ, o kĩana kĩringaine na kĩrĩa kĩngĩ.","He made fifty loops in the one curtain, and he made fifty loops in the edge of the curtain that was in the second coupling. The loops were opposite to one another."
Exodus 36:13,"Ningĩ magĩthondeka ngathĩka mĩrongo ĩtano cia thahabu na magĩcihũthĩra kũohithania itambaya icio cia gũcuurio cia mĩena yeerĩ, nĩ ũndũ ũcio hema ĩyo nyamũre ĩgĩtuĩka kĩndũ kĩmwe.","He made fifty clasps of gold, and coupled the curtains to one another with the clasps: so the tabernacle was a unit."
Exodus 36:14,Ningĩ magĩtuma itambaya cia gũcuurio ikũmi na kĩmwe cia guoya wa mbũri igĩtuĩka cia kũhumbĩra hema ĩrĩa nyamũre.,He made curtains of goats’ hair for a covering over the tabernacle. He made them eleven curtains.
Exodus 36:15,"Itambaya icio ciothe cia gũcuurio ikũmi na kĩmwe nĩciaiganaine; ciarĩ cia mĩkono mĩrongo ĩtatũ‡ kũraiha, na mĩkono ĩna§ kwarama.","The length of each curtain was thirty cubits, and four cubits the width of each curtain. The eleven curtains had one measure."
Exodus 36:16,"Magĩtumithania itambaya ithano cia gũcuurio igĩtuĩka kĩndũ kĩmwe, na cio icio ingĩ ithathatũ igĩtumithanio hamwe.","He coupled five curtains by themselves, and six curtains by themselves."
Exodus 36:17,"Ningĩ magĩkundĩka ciana mĩrongo ĩtano mũthia-inĩ wa gĩtambaya gĩa gũcuurio kĩa mũico kĩa mwena ũmwe, na magĩĩka o ũguo mũthia-inĩ wa gĩtambaya gĩa gũcuurio kĩa mũico kĩa mwena ũrĩa ũngĩ.","He made fifty loops on the edge of the curtain that was outermost in the coupling, and he made fifty loops on the edge of the curtain which was outermost in the second coupling."
Exodus 36:18,Ningĩ magĩthondeka ngathĩka mĩrongo ĩtano cia gĩcango cia kuohania hema ĩtuĩke kĩndũ kĩmwe.,"He made fifty clasps of bronze to couple the tent together, that it might be a unit."
Exodus 36:19,"Magĩcooka magĩthondekera hema kĩhumbĩri kĩa njũa cia ndũrũme itoboketio rangi-inĩ mũtune igatunĩha, na igũrũ wakĩo hakĩhumbĩrwo na njũa cia pomboo.","He made a covering for the tent of rams’ skins dyed red, and a covering of sea cow hides above."
Exodus 36:20,Ningĩ magĩthondeka buremu cia kũmĩrũgamia cia mbaũ cia mũtĩ wa mũgaa nĩ ũndũ wa hema ĩyo nyamũre.,"He made the boards for the tabernacle of acacia wood, standing up."
Exodus 36:21,"O buremu yarĩ ya mĩkono ikũmi* kũraiha, na mũkono ũmwe na nuthu† kwarama,","Ten cubits was the length of a board, and a cubit and a half the width of each board."
Exodus 36:22,natuo tũhocio tũgĩcomoka tũigananĩirie. Maathondekire buremu ciothe cia hema ĩyo nyamũre na njĩra ĩyo.,"Each board had two tenons, joined to one another. He made all the boards of the tabernacle this way."
Exodus 36:23,"Ningĩ magĩthondeka buremu mĩrongo ĩĩrĩ cia mwena wa gũthini wa hema ĩyo nyamũre,","He made the boards for the tabernacle, twenty boards for the south side southward."
Exodus 36:24,"na magĩthondeka itina mĩrongo ĩna cia betha cia gwĩkĩrwo rungu rwacio; o itina igĩrĩ ikanyiitĩrĩra buremu ĩmwe, rungu rwa kahocio kamwe.","He made forty sockets of silver under the twenty boards: two sockets under one board for its two tenons, and two sockets under another board for its two tenons."
Exodus 36:25,"Cia mwena ũcio ũngĩ, mwena wa gathigathini wa hema ĩyo nyamũre, magĩthondeka buremu mĩrongo ĩĩrĩ","For the second side of the tabernacle, on the north side, he made twenty boards"
Exodus 36:26,"na itina mĩrongo ĩna cia betha, o igĩrĩ igaikarĩrwo nĩ buremu ĩmwe.","and their forty sockets of silver: two sockets under one board, and two sockets under another board."
Exodus 36:27,"Ningĩ magĩthondeka buremu ithathatũ cia mwena wa na thuutha, nĩguo mwena wa mũthia wa ithũĩro wa hema ĩyo nyamũre,",For the far part of the tabernacle westward he made six boards.
Exodus 36:28,na buremu igĩrĩ igĩthondekwo nĩ ũndũ wa tũkoine-inĩ twa hema ĩyo nyamũre cia mwena wa na thuutha.,He made two boards for the corners of the tabernacle in the far part.
Exodus 36:29,"Koine-inĩ ici cierĩ, buremu ciarĩ igĩrĩ igĩrĩ, kuuma thĩ nginya igũrũ, ikoohanio na mũrĩnga ũmwe; nacio cierĩ igakorwo ihaanaine.","They were double beneath, and in the same way they were all the way to its top to one ring. He did this to both of them in the two corners."
Exodus 36:30,Nĩ ũndũ ũcio haarĩ na buremu inyanya na itina ikũmi na ithathatũ cia betha; o igĩrĩ igaikarĩrwo nĩ buremu ĩmwe.,"There were eight boards and their sockets of silver, sixteen sockets—under every board two sockets."
Exodus 36:31,"Magĩcooka magĩthondeka mĩgamba ya mbaũ cia mũgaa: ĩtano yayo nĩ ũndũ wa buremu cia mwena ũmwe wa hema ĩyo nyamũre,","He made bars of acacia wood: five for the boards of the one side of the tabernacle,"
Exodus 36:32,"na ĩtano nĩ ũndũ wa buremu cia mwena ũcio ũngĩ, na ĩtano nĩ ũndũ wa buremu cia mwena wa ithũĩro, mũthia-inĩ wa na thuutha wa hema ĩyo nyamũre.","and five bars for the boards of the other side of the tabernacle, and five bars for the boards of the tabernacle for the hinder part westward."
Exodus 36:33,Maathondekire mũgamba wa gatagatĩ uumĩte mũthia ũmwe nginya ũrĩa ũngĩ hau gatagatĩ ga buremu icio.,He made the middle bar to pass through in the middle of the boards from the one end to the other.
Exodus 36:34,"Nĩmagemirie buremu icio na thahabu, na magĩthondeka mĩrĩnga ya thahabu ya kũnyiitĩrĩra mĩgamba ĩyo. Magĩcooka makĩgemia mĩgamba ĩyo na thahabu.","He overlaid the boards with gold, and made their rings of gold as places for the bars, and overlaid the bars with gold."
Exodus 36:35,"Nĩmatumire gĩtambaya gĩa gũcuurio kĩa ndigi cia rangi wa bururu, na cia rangi wa ndathi, na cia rangi mũtune ta gakarakũ, na gatani ĩrĩa njogothe wega, na gĩkĩgemio na makerubi nĩ mũbundi mũũgĩ.","He made the veil of blue, purple, scarlet, and fine twined linen, with cherubim. He made it the work of a skillful workman."
Exodus 36:36,"Makĩmĩthondekera itugĩ inya cia mbaũ cia mĩgaa na magĩcigemia na thahabu. Magĩcooka magĩthondeka tũcuurio twa thahabu, na magĩtwekia itina inya ciacio cia betha.","He made four pillars of acacia for it, and overlaid them with gold. Their hooks were of gold. He cast four sockets of silver for them."
Exodus 36:37,"Itoonyero-inĩ rĩa hema makĩrĩthondekera gĩtambaya gĩa gũcuurio kĩa ndigi cia rangi wa bururu, na cia rangi wa ndathi, na cia rangi mũtune ta gakarakũ, na gatani ĩrĩa njogothe wega, nakĩo kĩagemetio nĩ mũgemia mũũgĩ;","He made a screen for the door of the tent, of blue, purple, scarlet, and fine twined linen, the work of an embroiderer;"
Exodus 36:38,"na magĩthondeka itugĩ ithano irĩ na tũcuurio twacio. Makĩgemia itugĩ icio na igũrũ na mĩcibi yacio na thahabu, na magĩcithondekera itina ithano cia gĩcango.","and the five pillars of it with their hooks. He overlaid their capitals and their fillets with gold, and their five sockets were of bronze."
Exodus 37:1,"Bezaleli nĩathondekire ithandũkũ rĩa kĩrĩkanĩro rĩa mbaũ cia mũgaa, mũigana wa mĩkono ĩĩrĩ* kũraiha, na mũkono ũmwe na nuthu† kwarama, na mũkono ũmwe na nuthu kũraiha na igũrũ.","Bezalel made the ark of acacia wood. Its length was two and a half cubits,† and its width a cubit and a half, and a cubit and a half its height."
Exodus 37:2,"Akĩrĩgemia na thahabu therie thĩinĩ na nja, na akĩrĩtiriha na mũcibi wa thahabu mĩena yothe.","He overlaid it with pure gold inside and outside, and made a molding of gold for it around it."
Exodus 37:3,"Nĩarĩtwekeirie icũhĩ inya cia thahabu na agĩciohania na magũrũ marĩo mana, o icũhĩ igĩrĩ mwena ũmwe na icũhĩ igĩrĩ mwena ũrĩa ũngĩ.","He cast four rings of gold for it in its four feet—two rings on its one side, and two rings on its other side."
Exodus 37:4,Ningĩ agĩthondeka mĩtĩ mĩraaya ya mũgaa na akĩmĩgemia na thahabu.,He made poles of acacia wood and overlaid them with gold.
Exodus 37:5,Agĩcooka agĩtoonyia mĩtĩ ĩyo mĩraaya mĩrĩnga-inĩ ĩyo yarĩ mĩena-inĩ ya ithandũkũ ĩrĩ ya kũrĩkuua.,"He put the poles into the rings on the sides of the ark, to bear the ark."
Exodus 37:6,"Nĩarĩthondekeire gĩtĩ gĩa tha gĩa thahabu, therie kĩa ũraihu wa mĩkono ĩrĩ na nuthu,‡ na wariĩ wa mũkono ũmwe na nuthu.§","He made a mercy seat of pure gold. Its length was two and a half cubits, and a cubit and a half its width."
Exodus 37:7,Agĩcooka agĩtura makerubi meerĩ ma thahabu akĩmekĩra mĩthia- inĩ ya gĩtĩ kĩu gĩa tha.,"He made two cherubim of gold. He made them of beaten work, at the two ends of the mercy seat:"
Exodus 37:8,Nĩathondekire ikerubi rĩmwe rĩikare mũthia-inĩ ũmwe na ikerubi rĩu rĩngĩ rĩikare mũthia-inĩ ũrĩa ũngĩ; mĩthia-inĩ ĩyo yeerĩ akĩmathondeka marĩ kĩndũ kĩmwe na gĩtĩ gĩa tha.,"one cherub at the one end, and one cherub at the other end. He made the cherubim of one piece with the mercy seat at its two ends."
Exodus 37:9,"Mathagu ma makerubi macio matambũrũkĩtio na igũrũ, magathiĩka gĩtĩ kĩu gĩa tha. Makerubi macio maathondeketwo maroranĩte, na marorete gĩtĩ kĩu gĩa tha.","The cherubim spread out their wings above, covering the mercy seat with their wings, with their faces toward one another. The faces of the cherubim were toward the mercy seat."
Exodus 37:10,"Nĩmathondekire metha ya mbaũ cia mũgaa, ũraihu wayo warĩ mĩkono ĩĩrĩ,* na wariĩ wayo warĩ mũkono ũmwe,† na kũraiha na igũrũ kwayo kwarĩ mũkono ũmwe na nuthu.‡","He made the table of acacia wood. Its length was two cubits, and its width was a cubit, and its height was a cubit and a half."
Exodus 37:11,"Ningĩ makĩmĩgemia na thahabu therie, na makĩmĩtiriha na mũcibi wa thahabu.","He overlaid it with pure gold, and made a gold molding around it."
Exodus 37:12,"Magĩcooka makĩmĩthondekera karũbaũ gaceke ka wariĩ wa rũhĩ,§ gagĩthiũrũrũkĩria metha ĩyo, na magĩgatiriha na mũcibi wa thahabu.","He made a border of a hand’s width around it, and made a golden molding on its border around it."
Exodus 37:13,"Magĩtwekeria metha ĩyo mĩrĩnga ĩna ya thahabu, na makĩmĩoherera koine-inĩ inya ciayo, o harĩa magũrũ mayo mana maarĩ.","He cast four rings of gold for it, and put the rings in the four corners that were on its four feet."
Exodus 37:14,"Icũhĩ icio ciekĩrirwo hakuhĩ na mũcibi wa karũbaũ karĩa gaceke, nĩgeetha ĩnyiitagĩrĩre mĩtĩ ĩrĩa mĩraaya yahũthagĩrwo gũkuua metha ĩyo.","The rings were close by the border, the places for the poles to carry the table."
Exodus 37:15,"Mĩtĩ ĩyo mĩraaya ya gũkuua metha yarĩ ya mbaũ cia mũgaa, na ĩkagemio na thahabu.","He made the poles of acacia wood, and overlaid them with gold, to carry the table."
Exodus 37:16,"Ningĩ magĩthondeka indo cia thahabu therie, cia kũigagĩrĩrwo metha, na nacio nĩ: thaani, na thaani nene, na mbakũri, na ndigithũ cia gũitaga iruta rĩa kũnyuuo.","He made the vessels which were on the table, its dishes, its spoons, its bowls, and its pitchers with which to pour out, of pure gold."
Exodus 37:17,"Nĩmathondekire mũtĩ wa kũigĩrĩrwo matawa wa thahabu therie. Mũrũgamo waguo na gĩtina kĩaguo igĩturwo inyiitanĩte o hamwe na ikombe ciaguo na mahũa maguo, na tũkonyo twaguo; ciothe igĩkorwo irĩ kĩndũ kĩmwe naguo.","He made the lamp stand of pure gold. He made the lamp stand of beaten work. Its base, its shaft, its cups, its buds, and its flowers were of one piece with it."
Exodus 37:18,"Mũtĩ ũcio warĩ na honge ithathatũ ciumĩte mĩena-inĩ ya mũrũgamo wa mũtĩ ũcio wa kũigĩrĩrwo matawa; ithatũ mwena ũmwe, na ithatũ mwena ũrĩa ũngĩ.","There were six branches going out of its sides: three branches of the lamp stand out of its one side, and three branches of the lamp stand out of its other side:"
Exodus 37:19,"Ikombe ithatũ ciaturĩtwo ihaana ta mahũa ma mũrothi, irĩ na tũkonyo na mahũa, igakorwo rũhonge-inĩ rũmwe, nacio ithatũ igakorwo rũhonge-inĩ rũu rũngĩ; honge icio ciothe ithathatũ ciahaanaga ũguo ciumĩte mũtĩ-inĩ ũcio wa kũigĩrĩrwo matawa.","three cups made like almond blossoms in one branch, a bud and a flower, and three cups made like almond blossoms in the other branch, a bud and a flower; so for the six branches going out of the lamp stand."
Exodus 37:20,"Na mũtĩ-inĩ ũcio wa kũigĩrĩrwo matawa haarĩ na ikombe inya ciathondeketwo ihaana ta mahũa ma mũrothi, irĩ na tũkonyo na mahũa.","In the lamp stand were four cups made like almond blossoms, its buds and its flowers;"
Exodus 37:21,"Gakonyo kamwe kaarĩ rungu rwa honge igĩrĩ ciumĩte mũrũgamo-inĩ wa mũtĩ ũcio wa kũigĩrĩrwo matawa, nako gakonyo ga keerĩ kaarĩ rungu rwa honge cia keerĩ igĩrĩ, na gakonyo ga gatatũ kaarĩ rungu rwa honge cia gatatũ igĩrĩ; ciothe ciarĩ honge ithathatũ.","and a bud under two branches of one piece with it, and a bud under two branches of one piece with it, and a bud under two branches of one piece with it, for the six branches going out of it."
Exodus 37:22,"Tũkonyo na honge ciarĩ kĩndũ kĩmwe na mũtĩ ũcio wa kũigĩrĩrwo matawa, iturĩtwo kuuma thahabu therie.",Their buds and their branches were of one piece with it. The whole thing was one beaten work of pure gold.
Exodus 37:23,"Nĩmathondekire matawa mũgwanja maguo, o ũndũ ũmwe na magathĩ ma gũtinia ndaambĩ, na thaani cia mũrarĩ wa ndaambĩ, cia thahabu therie.","He made its seven lamps, and its snuffers, and its snuff dishes, of pure gold."
Exodus 37:24,Maahũthĩrire taranda ĩmwe* ya thahabu therie gũthondeka mũtĩ ũcio wa kũigĩrĩrwo matawa na indo ciaguo ciothe.,"He made it of a talent‡ of pure gold, with all its vessels."
Exodus 37:25,"Nĩmathondekire kĩgongona gĩa gũcinĩra ũbumba na mbaũ cia mũgaa. Kĩaiganaine mĩena yothe, mũigana wa mũkono ũmwe† kũraiha, na mũkono ũmwe kwarama, na mĩkono ĩĩrĩ‡ kũraiha na igũrũ. Hĩa ciakĩo ciarĩ kĩndũ kĩmwe na kĩgongona.","He made the altar of incense of acacia wood. It was square: its length was a cubit, and its width a cubit. Its height was two cubits. Its horns were of one piece with it."
Exodus 37:26,Magĩkĩgemia igũrũ na mĩena yothe o na hĩa ciakĩo na thahabu therie na magĩgĩtiriha na mũcibi wa thahabu ũgĩgĩthiũrũrũkĩria.,"He overlaid it with pure gold: its top, its sides around it, and its horns. He made a gold molding around it."
Exodus 37:27,"Magĩthondeka mĩrĩnga ĩĩrĩ ya thahabu mũhuro wa mũcibi ũcio, ĩĩrĩ mwena ũmwe na ĩĩrĩ mwena ũrĩa ũngĩ. Mĩrĩnga ĩyo nĩyo yatoonyagio mĩtĩ ĩrĩa mĩraihu yatũmagĩrwo gũgĩkuua.","He made two golden rings for it under its molding crown, on its two ribs, on its two sides, for places for poles with which to carry it."
Exodus 37:28,Magĩcooka magĩthondeka mĩtĩ ĩngĩ mĩraaya ya mũgaa na makĩmĩgemia na thahabu.,"He made the poles of acacia wood, and overlaid them with gold."
Exodus 37:29,"O na ningĩ magĩthondeka maguta matheru ma gũitanĩrĩrio na ũbumba mũnungi wega ũrĩa mũtherie, wĩra wa mũthondeki mũũgĩ wa maguta.","He made the holy anointing oil and the pure incense of sweet spices, after the art of the perfumer."
Exodus 38:1,"Nĩmakire kĩgongona kĩa iruta rĩa njino kĩa mbaũ cia mũgaa, kĩa mĩkono ĩtatũ* kũraiha na igũrũ; kĩaiganaine mĩena yothe; mĩkono ĩtano† kũraiha na mĩkono ĩtano kwarama.","He made the altar of burnt offering of acacia wood. It was square. Its length was five cubits,† its width was five cubits, and its height was three cubits."
Exodus 38:2,"Nĩmathondekire hĩa inya, o rũmwe koine-inĩ ĩmwe ya kĩgongona, nĩ ũndũ ũcio hĩa icio na kĩgongona igĩtuĩka kĩndũ kĩmwe, na makĩgemia kĩgongona kĩu na gĩcango.","He made its horns on its four corners. Its horns were of one piece with it, and he overlaid it with bronze."
Exodus 38:3,"Nĩmathondekire indo ciakĩo ciothe irĩ cia gĩcango; na nĩcio nyũngũ, na icakũri, na mbakũri cia wĩra wa kũminjaminjĩria, na njibe cia nyama, na ngĩo cia mwaki.","He made all the vessels of the altar: the pots, the shovels, the basins, the forks, and the fire pans. He made all its vessels of bronze."
Exodus 38:4,"Nĩmathondekire kĩrũtara gĩa kĩgongona gĩa gĩcango, gĩa kũigwo rungu rwa muoho wakĩo, rũkinye nuthu ya ũraihu wa kĩgongona.","He made for the altar a grating of a network of bronze, under the ledge around it beneath, reaching halfway up."
Exodus 38:5,Magĩtwekia mĩrĩnga ya gĩcango ya kũnyiitĩrĩra mĩtĩ ĩrĩa mĩraaya ya koine inya cia kĩrũtara gĩa gĩcango.,"He cast four rings for the four corners of bronze grating, to be places for the poles."
Exodus 38:6,Magĩthondeka mĩtĩ mĩraaya ya mbaũ cia mũgaa na magĩcigemia na gĩcango.,"He made the poles of acacia wood, and overlaid them with bronze."
Exodus 38:7,"Magĩtoonyia itugĩ icio mĩrĩnga-inĩ nĩguo ikoragwo mĩena-inĩ ya kĩgongona nĩ ũndũ wa gũgĩkuua. Maagĩthondekire na mbaũ, kĩrĩ na ihoro thĩinĩ.","He put the poles into the rings on the sides of the altar, with which to carry it. He made it hollow with planks."
Exodus 38:8,Nĩmathondekire kĩraĩ gĩa gwĩthambĩra gĩa gĩcango na kĩgũrũ gĩakĩo gĩa gĩcango kuuma icicio-inĩ cia andũ-a-nja arĩa maarutaga wĩra itoonyero-inĩ rĩa Hema-ya-Gũtũnganwo.,"He made the basin of bronze, and its base of bronze, out of the mirrors of the ministering women who ministered at the door of the Tent of Meeting."
Exodus 38:9,"Thuutha ũcio magĩthondeka nja ya hema ĩyo nyamũre. Mwena wa gũthini ũgĩĩkĩrwo ũrĩ wa mĩkono igana‡ kũraiha, na warĩ na itambaya cia gũcuurio cia gatani yogothetwo wega.","He made the court: for the south side southward the hangings of the court were of fine twined linen, one hundred cubits;"
Exodus 38:10,"Itambaya icio ciarĩ na itugĩ mĩrongo ĩĩrĩ, na itina ciacio mĩrongo ĩĩrĩ cia gĩcango, na tũcuurio na tũmĩkwa twa betha, twĩkĩrĩtwo itugĩ-inĩ icio.","their pillars were twenty, and their sockets twenty, of bronze; the hooks of the pillars and their fillets were of silver."
Exodus 38:11,"Mwena wa gathigathini o naguo warĩ wa mĩkono igana kũraiha, na warĩ na itugĩ mĩrongo ĩĩrĩ na itina ciacio mĩrongo ĩĩrĩ cia gĩcango, na warĩ na tũcuurio na tũmĩkwa twa betha twĩkĩrĩtwo itugĩ-inĩ.","For the north side one hundred cubits, their pillars twenty, and their sockets twenty, of bronze; the hooks of the pillars, and their fillets, of silver."
Exodus 38:12,"Mwena wa ithũĩro wa nja ĩyo warĩ wa mĩkono mĩrongo ĩtano§ kwarama na warĩ na itambaya cia gũcuurio, na itugĩ ikũmi na itina ikũmi na warĩ na tũcuurio na tũmĩkwa twa betha twĩkĩrĩtwo itugĩ-inĩ.","For the west side were hangings of fifty cubits, their pillars ten, and their sockets ten; the hooks of the pillars, and their fillets, of silver."
Exodus 38:13,Mwena wa irathĩro o naguo warĩ wa mĩkono mĩrongo ĩtano kwarama.,"For the east side eastward fifty cubits,"
Exodus 38:14,"Itambaya cia gũcuurio ciarĩ cia ũraihu wa mĩkono ikũmi na ĩtano,* na ciarĩ mwena ũmwe wa itoonyero rĩa nja ĩyo, irĩ na itugĩ ithatũ na itina ithatũ;","the hangings for the one side were fifteen cubits; their pillars three, and their sockets three;"
Exodus 38:15,"na itambaya cia gũcuurio ciarĩ cia ũraihu wa mĩkono ikũmi na ĩtano na ciarĩ mwena ũcio ũngĩ wa itoonyero, irĩ na itugĩ ithatũ na itina ithatũ.","and so for the other side: on this hand and that hand by the gate of the court were hangings of fifteen cubits; their pillars three, and their sockets three."
Exodus 38:16,Itambaya ciothe cia gũcuurio iria ciathiũrũrũkĩirie nja ciarĩ cia gatani yogothetwo wega.,All the hangings around the court were of fine twined linen.
Exodus 38:17,Itina cia itugĩ icio ciarĩ cia gĩcango. Tũcuurio na tũmĩkwa tũrĩa twekĩrĩtwo itugĩ-inĩ twarĩ twa betha na igũrũ wacio ciagemetio na betha; Nĩ ũndũ ũcio itugĩ ciothe cia nja ĩyo ciarĩ na tũmĩkwa twa betha.,The sockets for the pillars were of bronze. The hooks of the pillars and their fillets were of silver. Their capitals were overlaid with silver. All the pillars of the court had silver bands.
Exodus 38:18,"Itambaya cia gũcuurio cia itoonyero rĩa nja ĩyo ciarĩ cia ndigi cia rangi wa bururu, na cia rangi wa ndathi, na cia rangi mũtune ta gakarakũ, na gatani ĩrĩa njogothe wega; wĩra wa mũgemia mũũgĩ. Yarĩ ya mĩkono mĩrongo ĩĩrĩ† kũraiha, na mĩkono ĩtano‡ kũraiha na igũrũ, o ta ũrĩa itambaya cia gũcuurio cia nja ĩyo ciatariĩ.","The screen for the gate of the court was the work of the embroiderer, of blue, purple, scarlet, and fine twined linen. Twenty cubits was the length, and the height along the width was five cubits, like the hangings of the court."
Exodus 38:19,"na ĩgĩkorwo na itugĩ inya na itina inya cia gĩcango. Tũcuurio na tũmĩkwa twacio twarĩ twa betha, na igũrũ wacio ciagemetio na betha.","Their pillars were four, and their sockets four, of bronze; their hooks of silver, and the overlaying of their capitals, and their fillets, of silver."
